"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 02 00:03:28 IST 2024","Fri Aug 02 00:04:52 IST 2024","83717","","Create_supplier ","","Create_supplier ","Create supplier","Create supplier",""
